code,name,type,definition,restriction_id,restriction
Trafficway Description Code,TrafficwayDescriptionCodeSimpleType,simple,A data type for an indication of whether or not the trafficway for this vehicle is divided and whether it serves one-way or two-way traffic.,576,Unknown
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,577,Not on Roadway
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,578,Northbound
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,579,Southbound
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,580,Eastbound
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,581,Westbound
Travel Direction Before Crash Code,TravelDirectionBeforeCrashCodeSimpleType,simple,A data type for the direction of a motor vehicles travel on the roadway before the crash.,582,Unknown
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",583,Passenger Car
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",584,(Sport) Utility Vehicle
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",585,Passenger Van
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",586,"Cargo Van (10,000 lbs GVWR or less)"
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",587,Pickup
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",588,"Other Light Trucks (10,000 lbs GVWR or less)"
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",589,School Bus
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",590,Transit Bus
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",591,Other Bus
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",592,Motorcoach
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",593,Motor Home
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",594,"Medium/Heavy Trucks (more than 10,000 lbs GVWR)"
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",595,Motorcycle
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",596,Moped
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",597,All Terrain Vehicle (ATV)
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",598,Snowmobile
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",599,Low Speed Vehicle
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",600,Golf Cart
Vehicle Body Category Code,VehicleBodyCategoryCodeSimpleType,simple,"A data type for a category indicating the general configuration or shape of a motor vehicle distinguished by characteristics such as number of doors, rows of seats, windows, or roof line.",601,Other
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",602,Not a Bus
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",603,School
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",604,Intercity
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",605,Charter/Tour
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",606,Transit/ Commuter
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",607,Shuttle
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",608,Modified for Personal/Private Use
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",609,Not Reported
Vehicle Bus Use Code,VehicleBusUseCodeSimpleType,simple,"A data type describes the common type of bus service this vehicle was being used as at the time of the crash. Buses are any motor vehicle with seats to transport nine (9) or more people, including the driver's seat. This element does not include vans which are owned and operated for personal use.",610,Unknown
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",611,Not Applicable (N/A)
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",612,Van/Enclosed Box
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",613,Log
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",614,Intermodal Container Chassis
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",615,Vehicle Towing Another Motor Vehicle
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",616,Cargo Tank
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",617,Bus
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",618,Flatbed
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",619,Dump
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",620,Concrete Mixer
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",621,Auto Transporter
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",622,Garbage/Refuse
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",623,Grain/ Chips/ Gravel
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",624,Pole-Trailer
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",625,No Cargo Body Type
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",626,Other
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",627,Unknown Cargo Body Type
Vehicle Cargo Body Category Code,VehicleCargoBodyCategoryCodeSimpleType,simple,"A data type for a kind of body for buses and trucks more than 10,000 lbs (4,536 kg) GVWR.",628,Unknown
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,629,None
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,630,Tires
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,631,Wipers
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,632,Wheels
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,633,Mirrors
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,634,Windows/Windshield
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,635,"Body, Doors"
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,636,Truck Coupling/Trailer Hitch/Safety Chains
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,637,Brake System
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,638,Steering
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,639,Suspension
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,640,Power Train
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,641,Exhaust System
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,642,"Lights (head, signal, tail)"
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,643,Other
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,644,Not Reported
Vehicle Contributing Circumstances Code,VehicleContributingCircumstancesCodeSimpleType,simple,A data type for pre-existing motor vehicle defects or maintenance conditions that may have contributed to the crash.,645,Unknown
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",646,Non-Collision
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",647,Top
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",648,Undercarriage
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",649,Cargo Loss
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",650,Not Reported
Vehicle Damage Code,VehicleDamageCodeSimpleType,simple,"A data type for events in sequence related to this motor vehicle, including both non-collision as well as collision events.",651,Unknown
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,652,No Damage
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,653,Minor Damage
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,654,Functional Damage
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,655,Disabling Damage
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,656,Not Reported
Vehicle Damage Extent Code,VehicleDamageExtentCodeSimpleType,simple,A data type for an estimation of total damage to motor vehicle from crash.,657,Unknown
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,658,Not Applicable
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,659,"10,000 lbs. or less"
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,660,"10,001 lbs - 26,000 lbs"
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,661,"26,001 lbs. or more"
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,662,Not Reported
Vehicle Gross And Combination Weight Rating Code,VehicleGrossAndCombinationWeightRatingCodeSimpleType,simple,A data type for the amount recommended by the manufacturer as the upper limit to the operational weight for a motor vehicle and any cargo (human or other) to be carried and the sum of all GVWRs for each unit in a combination unit motor vehicle.,663,Unknown
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,664,No Controls
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,665,Traffic control signal
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,666,Stop Sign
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,667,Yield Sign
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,668,School Zone Sign/Device
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,669,Flashing Traffic Control Signal
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,670,Warning Sign
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,671,"Person (including flagger, law enforcement, crossing guard, etc.)"
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,672,Railway Crossing Device
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,673,Not Reported
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,674,Other
Vehicle Traffic Control Device Category Code,VehicleTrafficControlDeviceCategoryCodeSimpleType,simple,A data type for a kind of traffic control device (TCD) applicable to this motor vehicle at the crash location.,675,Unknown
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,676,No Special Use
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,677,Taxi
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,678,Incident Response
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,679,Vehicle Used for School Transport
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,680,Vehicle Used as Other Bus
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,681,Military
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,682,Police
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,683,Ambulance
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,684,Fire Truck
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,685,Non-Transport Emergency Services Vehicle
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,686,Not Reported
Vehicle Use Code,VehicleUseCodeSimpleType,simple,A data type for a kind of special function being served by this vehicle regardless of whether the function is marked on the vehicle.,687,Unknown
Work Zone Category Code,WorkZoneCategoryCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility workzone and indicates kind of the workzone",688,Lane Closure
Work Zone Category Code,WorkZoneCategoryCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility workzone and indicates kind of the workzone",689,Lane Shift/Crossover
Work Zone Category Code,WorkZoneCategoryCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility workzone and indicates kind of the workzone",690,Work on Shoulder or Median
Work Zone Category Code,WorkZoneCategoryCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility workzone and indicates kind of the workzone",691,Intermittent or Moving Work
Work Zone Category Code,WorkZoneCategoryCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility workzone and indicates kind of the workzone",692,Other
Work Zone Crash Location Code,WorkZoneCrashLocationCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",693,Before First Work Zone Warning Sign
Work Zone Crash Location Code,WorkZoneCrashLocationCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",694,Advance Warning Area
Work Zone Crash Location Code,WorkZoneCrashLocationCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",695,Transition Area
Work Zone Crash Location Code,WorkZoneCrashLocationCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",696,Activity Area
Work Zone Crash Location Code,WorkZoneCrashLocationCodeSimpleType,simple,"A data type for a crash that occurs in or related to a construction, maintenance, or utility work zone.",697,Termination Area
Work Zone Workers Presence Indication Code,WorkZoneWorkersPresenceIndicationCodeSimpleType,simple,A data type for the Work Zone Workers Presence,698,Yes
Work Zone Workers Presence Indication Code,WorkZoneWorkersPresenceIndicationCodeSimpleType,simple,A data type for the Work Zone Workers Presence,699,No
Work Zone Workers Presence Indication Code,WorkZoneWorkersPresenceIndicationCodeSimpleType,simple,A data type for the Work Zone Workers Presence,700,Unknown
